text,original_label,label,event_type
Researcher disembarks seed.,implausible,0,"{'sen_id': 2061, 'sentence': 'Researcher disembarks seed.', 'predicted_mentions': []}"
Assembly leaves fringe.,implausible,0,"{'sen_id': 2062, 'sentence': 'Assembly leaves fringe.', 'predicted_mentions': []}"
Reason commits arch.,implausible,0,"{'sen_id': 2063, 'sentence': 'Reason commits arch.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'commits', 'trigger_confidence': 0.8747000694274902, 'event_type': {'xpo_node': 'DWD_Q815005', 'name': 'commitment', 'description': 'public expression of facts concerning the actor'}, 'event_confidence': 0.9881080985069275}]}"
Layer applauds album.,implausible,0,"{'sen_id': 2064, 'sentence': 'Layer applauds album.', 'predicted_mentions': []}"
Conversion ties highway.,implausible,0,"{'sen_id': 2065, 'sentence': 'Conversion ties highway.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Conversion', 'trigger_confidence': 0.7954205274581909, 'event_type': {'xpo_node': 'DWD_Q28498244', 'name': 'conversion', 'description': ""profound change in one's philosophy or worldview""}, 'event_confidence': 0.9704872965812683}]}"
Rule leads pillow.,implausible,0,"{'sen_id': 2066, 'sentence': 'Rule leads pillow.', 'predicted_mentions': []}"
Murderer fits corkscrew.,implausible,0,"{'sen_id': 2067, 'sentence': 'Murderer fits corkscrew.', 'predicted_mentions': [{'sentence_offset': [0, 8], 'trigger_words': 'Murderer', 'trigger_confidence': 0.5118619203567505, 'event_type': {'xpo_node': 'DWD_Q132821', 'name': 'murder', 'description': 'unlawful killing of a human with malice aforethought'}, 'event_confidence': 0.7710279226303101}]}"
Investment undermines child.,implausible,0,"{'sen_id': 2068, 'sentence': 'Investment undermines child.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Investment', 'trigger_confidence': 0.8285734057426453, 'event_type': {'xpo_node': 'DWD_Q4290', 'name': 'investment', 'description': 'set of actions with the intent of earning profit'}, 'event_confidence': 0.9839937686920166}]}"
Riverbed tilts partition.,implausible,0,"{'sen_id': 2069, 'sentence': 'Riverbed tilts partition.', 'predicted_mentions': [{'sentence_offset': [9, 14], 'trigger_words': 'tilts', 'trigger_confidence': 0.6699856519699097, 'event_type': {'xpo_node': 'DWD_Q55899579', 'name': 'pitch', 'description': 'rotation of a vehicle about the left-right axis'}, 'event_confidence': 0.7763170003890991}]}"
Threshold regains kilt.,implausible,0,"{'sen_id': 2070, 'sentence': 'Threshold regains kilt.', 'predicted_mentions': []}"
Shield treats wing.,implausible,0,"{'sen_id': 2071, 'sentence': 'Shield treats wing.', 'predicted_mentions': [{'sentence_offset': [7, 13], 'trigger_words': 'treats', 'trigger_confidence': 0.9260269999504089, 'event_type': {'xpo_node': 'DWD_Q26256310', 'name': 'treatment', 'description': 'process or manner of treating or responding to a condition'}, 'event_confidence': 0.93376225233078}]}"
Emancipation mentions sacking.,implausible,0,"{'sen_id': 2072, 'sentence': 'Emancipation mentions sacking.', 'predicted_mentions': [{'sentence_offset': [0, 12], 'trigger_words': 'Emancipation', 'trigger_confidence': 0.6017106175422668, 'event_type': {'xpo_node': 'DWD_Q380351', 'name': 'emancipation', 'description': 'effort to procure economic and social rights, political rights or equality'}, 'event_confidence': 0.9558730721473694}]}"
Evidence observes spinner.,implausible,0,"{'sen_id': 2073, 'sentence': 'Evidence observes spinner.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'observes', 'trigger_confidence': 0.9059330224990845, 'event_type': {'xpo_node': 'DWD_Q1521337', 'name': 'naturalistic_observation', 'description': 'observation of a subject in its natural habitat without any manipulation by the observer'}, 'event_confidence': 0.8718224167823792}]}"
State disembarks attack.,implausible,0,"{'sen_id': 2074, 'sentence': 'State disembarks attack.', 'predicted_mentions': [{'sentence_offset': [17, 23], 'trigger_words': 'attack', 'trigger_confidence': 0.9215707778930664, 'event_type': {'xpo_node': 'DWD_Q492202', 'name': 'backpacking', 'description': 'low-cost, lightweight, independent and often international travel'}, 'event_confidence': 0.8064143657684326}]}"
Photograph scuttles recording.,implausible,0,"{'sen_id': 2075, 'sentence': 'Photograph scuttles recording.', 'predicted_mentions': [{'sentence_offset': [20, 29], 'trigger_words': 'recording', 'trigger_confidence': 0.6387836933135986, 'event_type': {'xpo_node': 'DWD_Q13557414', 'name': 'recording', 'description': 'process of capturing data or translating information to a recording format'}, 'event_confidence': 0.9392333030700684}]}"
Linguist facilitates generation.,implausible,0,"{'sen_id': 2076, 'sentence': 'Linguist facilitates generation.', 'predicted_mentions': []}"
Financier comes room.,implausible,0,"{'sen_id': 2077, 'sentence': 'Financier comes room.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'comes', 'trigger_confidence': 0.9522901773452759, 'event_type': {'xpo_node': 'DWD_Q106351835', 'name': 'come', 'description': ""to move toward or to reach either the speaker, the person spoken to, or the subject of the speaker's narrative""}, 'event_confidence': 0.9703516960144043}]}"
Tactician decorates authority.,implausible,0,"{'sen_id': 2078, 'sentence': 'Tactician decorates authority.', 'predicted_mentions': [{'sentence_offset': [10, 19], 'trigger_words': 'decorates', 'trigger_confidence': 0.9660993814468384, 'event_type': {'xpo_node': 'DWD_Q91791919', 'name': 'decorating', 'description': 'process of embellishing architecture, furniture, or other objects'}, 'event_confidence': 0.8708954453468323}]}"
Decision hurls negotiator.,implausible,0,"{'sen_id': 2079, 'sentence': 'Decision hurls negotiator.', 'predicted_mentions': []}"
Church renames wine.,implausible,0,"{'sen_id': 2080, 'sentence': 'Church renames wine.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'renames', 'trigger_confidence': 0.6975483894348145, 'event_type': {'xpo_node': 'DWD_Q11279204', 'name': 'revision', 'description': 'stage in the writing process where the author reviews, alters, and amends their message, according to what has been written in the draft'}, 'event_confidence': 0.9120010137557983}]}"
Belief sings fusion.,implausible,0,"{'sen_id': 2081, 'sentence': 'Belief sings fusion.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'sings', 'trigger_confidence': 0.9522771835327148, 'event_type': {'xpo_node': 'DWD_Q1567963', 'name': 'sing-along', 'description': 'event of singing together at gatherings or parties, less formally than choir singing'}, 'event_confidence': 0.9700518846511841}]}"
Decentralization exposes perspective.,implausible,0,"{'sen_id': 2082, 'sentence': 'Decentralization exposes perspective.', 'predicted_mentions': [{'sentence_offset': [17, 24], 'trigger_words': 'exposes', 'trigger_confidence': 0.9398056864738464, 'event_type': {'xpo_node': 'DWD_Q1384726', 'name': 'exposure', 'description': 'in medical context, environmental influence on an object or living thing'}, 'event_confidence': 0.9597957134246826}]}"
Reorganization signifies door.,implausible,0,"{'sen_id': 2083, 'sentence': 'Reorganization signifies door.', 'predicted_mentions': [{'sentence_offset': [0, 14], 'trigger_words': 'Reorganization', 'trigger_confidence': 0.8803849220275879, 'event_type': {'xpo_node': 'DWD_Q104876410', 'name': 'reorganization', 'description': 'change in the hierarchical structure of an organization'}, 'event_confidence': 0.9902406930923462}, {'sentence_offset': [15, 24], 'trigger_words': 'signifies', 'trigger_confidence': 0.6900847554206848, 'event_type': {'xpo_node': 'DWD_Q104876410', 'name': 'reorganization', 'description': 'change in the hierarchical structure of an organization'}, 'event_confidence': 0.9510318636894226}]}"
Presidency justifies impropriety.,implausible,0,"{'sen_id': 2084, 'sentence': 'Presidency justifies impropriety.', 'predicted_mentions': []}"
Galaxy excludes power.,implausible,0,"{'sen_id': 2085, 'sentence': 'Galaxy excludes power.', 'predicted_mentions': []}"
Method deposes colleague.,implausible,0,"{'sen_id': 2086, 'sentence': 'Method deposes colleague.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'deposes', 'trigger_confidence': 0.8028542399406433, 'event_type': {'xpo_node': 'DWD_Q743263', 'name': 'mind_control', 'description': 'process in which a group or individual ""systematically uses unethically manipulative methods to persuade others to conform to the wishes of the manipulator(s), often to the detriment of the person being manipulated""'}, 'event_confidence': 0.9483813047409058}]}"
Trophy begins photosynthesis.,implausible,0,"{'sen_id': 2087, 'sentence': 'Trophy begins photosynthesis.', 'predicted_mentions': []}"
Position hoists flesh.,implausible,0,"{'sen_id': 2088, 'sentence': 'Position hoists flesh.', 'predicted_mentions': [{'sentence_offset': [9, 15], 'trigger_words': 'hoists', 'trigger_confidence': 0.666151225566864, 'event_type': {'xpo_node': 'DWD_Q1068633', 'name': 'groundbreaking', 'description': 'traditional ceremony in many cultures that celebrates the first day of construction for a building or other project'}, 'event_confidence': 0.85409015417099}]}"
Jurisdiction makes nausea.,implausible,0,"{'sen_id': 2089, 'sentence': 'Jurisdiction makes nausea.', 'predicted_mentions': []}"
Exhortation corroborates depletion.,implausible,0,"{'sen_id': 2090, 'sentence': 'Exhortation corroborates depletion.', 'predicted_mentions': [{'sentence_offset': [25, 34], 'trigger_words': 'depletion', 'trigger_confidence': 0.5754287838935852, 'event_type': {'xpo_node': 'DWD_Q5260663', 'name': 'depletion', 'description': 'reduction of the quantity of natural resources'}, 'event_confidence': 0.9198284149169922}]}"
Shoulder breaks competitiveness.,implausible,0,"{'sen_id': 2091, 'sentence': 'Shoulder breaks competitiveness.', 'predicted_mentions': [{'sentence_offset': [9, 15], 'trigger_words': 'breaks', 'trigger_confidence': 0.7692075967788696, 'event_type': {'xpo_node': 'DWD_Q84048695', 'name': 'disrepair', 'description': 'state of a system that is no longer able to function, that may or may not be repairable'}, 'event_confidence': 0.8841429948806763}]}"
Anecdote resumes opportunity.,implausible,0,"{'sen_id': 2092, 'sentence': 'Anecdote resumes opportunity.', 'predicted_mentions': []}"
Discovery intersects library.,implausible,0,"{'sen_id': 2093, 'sentence': 'Discovery intersects library.', 'predicted_mentions': [{'sentence_offset': [10, 20], 'trigger_words': 'intersects', 'trigger_confidence': 0.9028322696685791, 'event_type': {'xpo_node': 'DWD_Q797225', 'name': 'interference', 'description': 'anything which modifies, or disrupts a communication signal'}, 'event_confidence': 0.7219062447547913}]}"
Stairwell finds successor.,implausible,0,"{'sen_id': 2094, 'sentence': 'Stairwell finds successor.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'finds', 'trigger_confidence': 0.97621750831604, 'event_type': {'xpo_node': 'DWD_Q12772819', 'name': 'discovery', 'description': 'act of detecting something new'}, 'event_confidence': 0.9035829305648804}]}"
Hitchhiker rebuilds tree.,implausible,0,"{'sen_id': 2095, 'sentence': 'Hitchhiker rebuilds tree.', 'predicted_mentions': []}"
Circuit transcends driver.,implausible,0,"{'sen_id': 2096, 'sentence': 'Circuit transcends driver.', 'predicted_mentions': []}"
Lack obligates excellence.,implausible,0,"{'sen_id': 2097, 'sentence': 'Lack obligates excellence.', 'predicted_mentions': [{'sentence_offset': [0, 4], 'trigger_words': 'Lack', 'trigger_confidence': 0.9674364924430847, 'event_type': {'xpo_node': 'DWD_Q1248914', 'name': 'prestation', 'description': ""a rent, tax, or due paid in kind or in services (as in return for the lord's warrant or authority for taking wood)""}, 'event_confidence': 0.6375083923339844}, {'sentence_offset': [5, 14], 'trigger_words': 'obligates', 'trigger_confidence': 0.9209117293357849, 'event_type': {'xpo_node': 'DWD_Q1248914', 'name': 'prestation', 'description': ""a rent, tax, or due paid in kind or in services (as in return for the lord's warrant or authority for taking wood)""}, 'event_confidence': 0.9796594381332397}]}"
Bunch puts pace.,implausible,0,"{'sen_id': 2098, 'sentence': 'Bunch puts pace.', 'predicted_mentions': []}"
Fisherman deports construction.,implausible,0,"{'sen_id': 2099, 'sentence': 'Fisherman deports construction.', 'predicted_mentions': [{'sentence_offset': [18, 30], 'trigger_words': 'construction', 'trigger_confidence': 0.8073824644088745, 'event_type': {'xpo_node': 'DWD_Q114403', 'name': 'depreciation', 'description': 'allocating the cost of a (tangible) asset over a period of time'}, 'event_confidence': 0.8214367032051086}]}"
Gravestone manages butterfly.,implausible,0,"{'sen_id': 2100, 'sentence': 'Gravestone manages butterfly.', 'predicted_mentions': [{'sentence_offset': [11, 18], 'trigger_words': 'manages', 'trigger_confidence': 0.965243935585022, 'event_type': {'xpo_node': 'DWD_Q2920921', 'name': 'management', 'description': 'administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives'}, 'event_confidence': 0.9277299046516418}]}"
Encouragement excites way.,implausible,0,"{'sen_id': 2101, 'sentence': 'Encouragement excites way.', 'predicted_mentions': [{'sentence_offset': [0, 13], 'trigger_words': 'Encouragement', 'trigger_confidence': 0.7707844972610474, 'event_type': {'xpo_node': 'DWD_Q94189427', 'name': 'encouragement', 'description': 'giving support to a person or cause'}, 'event_confidence': 0.9966301321983337}]}"
Installation destabilizes northeast.,implausible,0,"{'sen_id': 2102, 'sentence': 'Installation destabilizes northeast.', 'predicted_mentions': []}"
Film postulates demo.,implausible,0,"{'sen_id': 2103, 'sentence': 'Film postulates demo.', 'predicted_mentions': [{'sentence_offset': [5, 15], 'trigger_words': 'postulates', 'trigger_confidence': 0.5493409037590027, 'event_type': {'xpo_node': 'DWD_Q99194075', 'name': 'documentation', 'description': 'process of gathering and recording information about an occurrence, entity, or procedure'}, 'event_confidence': 0.649083137512207}]}"
Compiler violates power.,implausible,0,"{'sen_id': 2104, 'sentence': 'Compiler violates power.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'violates', 'trigger_confidence': 0.9611035585403442, 'event_type': {'xpo_node': 'DWD_Q647578', 'name': 'copyright_infringement', 'description': 'intellectual property violation'}, 'event_confidence': 0.9244356155395508}]}"
Accordion anticipates city.,implausible,0,"{'sen_id': 2105, 'sentence': 'Accordion anticipates city.', 'predicted_mentions': []}"
Indexing starts state.,implausible,0,"{'sen_id': 2106, 'sentence': 'Indexing starts state.', 'predicted_mentions': [{'sentence_offset': [9, 15], 'trigger_words': 'starts', 'trigger_confidence': 0.7120267152786255, 'event_type': {'xpo_node': 'DWD_Q28530236', 'name': 'taking_office', 'description': 'procedure, event start work in the post'}, 'event_confidence': 0.9341354370117188}]}"
Mule contains tradition.,implausible,0,"{'sen_id': 2107, 'sentence': 'Mule contains tradition.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'contains', 'trigger_confidence': 0.974992573261261, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.8942861557006836}]}"
Person rediscover tablespoon.,implausible,0,"{'sen_id': 2108, 'sentence': 'Person rediscover tablespoon.', 'predicted_mentions': [{'sentence_offset': [7, 17], 'trigger_words': 'rediscover', 'trigger_confidence': 0.9224982857704163, 'event_type': {'xpo_node': 'DWD_Q4877642', 'name': 'beautification', 'description': 'Process of making visual improvements to a town, city, or urban area.'}, 'event_confidence': 0.84035325050354}]}"
Partition devotes condition.,implausible,0,"{'sen_id': 2109, 'sentence': 'Partition devotes condition.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Partition', 'trigger_confidence': 0.7038151621818542, 'event_type': {'xpo_node': 'DWD_Q518554', 'name': 'partition', 'description': 'division of a territory'}, 'event_confidence': 0.9175397157669067}, {'sentence_offset': [10, 17], 'trigger_words': 'devotes', 'trigger_confidence': 0.8185421228408813, 'event_type': {'xpo_node': 'DWD_Q1762010', 'name': 'dedication', 'description': 'act of consecrating an altar, temple, church, or other sacred building'}, 'event_confidence': 0.8698416948318481}]}"
Fluid makes indecency.,implausible,0,"{'sen_id': 2110, 'sentence': 'Fluid makes indecency.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'makes', 'trigger_confidence': 0.6469403505325317, 'event_type': {'xpo_node': 'DWD_Q5958765', 'name': 'hypersensitivity', 'description': 'inflammatory response to an exogenous environmental antigen or an endogenous antigen initiated by the adaptive immune system'}, 'event_confidence': 0.7825465798377991}]}"
Seaplane reckons cat.,implausible,0,"{'sen_id': 2111, 'sentence': 'Seaplane reckons cat.', 'predicted_mentions': []}"
Interpretation buries railway.,implausible,0,"{'sen_id': 2112, 'sentence': 'Interpretation buries railway.', 'predicted_mentions': [{'sentence_offset': [0, 14], 'trigger_words': 'Interpretation', 'trigger_confidence': 0.6306152939796448, 'event_type': {'xpo_node': 'DWD_Q210439', 'name': 'interpretation', 'description': 'facilitating of oral or sign-language communication between users of different languages'}, 'event_confidence': 0.9553537964820862}]}"
Manner raises traction.,implausible,0,"{'sen_id': 2113, 'sentence': 'Manner raises traction.', 'predicted_mentions': []}"
Castle negates range.,implausible,0,"{'sen_id': 2114, 'sentence': 'Castle negates range.', 'predicted_mentions': []}"
Study envelops transport.,implausible,0,"{'sen_id': 2115, 'sentence': 'Study envelops transport.', 'predicted_mentions': []}"
Plate owes friendship.,implausible,0,"{'sen_id': 2116, 'sentence': 'Plate owes friendship.', 'predicted_mentions': []}"
Album grazes initiative.,implausible,0,"{'sen_id': 2117, 'sentence': 'Album grazes initiative.', 'predicted_mentions': []}"
Craftsman believes book.,implausible,0,"{'sen_id': 2118, 'sentence': 'Craftsman believes book.', 'predicted_mentions': []}"
Person anticipate famine.,implausible,0,"{'sen_id': 2119, 'sentence': 'Person anticipate famine.', 'predicted_mentions': []}"
Pair pronounces validation.,implausible,0,"{'sen_id': 2120, 'sentence': 'Pair pronounces validation.', 'predicted_mentions': [{'sentence_offset': [16, 26], 'trigger_words': 'validation', 'trigger_confidence': 0.5049604177474976, 'event_type': {'xpo_node': 'DWD_Q3553803', 'name': 'validation', 'description': 'type of examination'}, 'event_confidence': 0.9653037190437317}]}"
Effort magnifies elevator.,implausible,0,"{'sen_id': 2121, 'sentence': 'Effort magnifies elevator.', 'predicted_mentions': []}"
Substance attains rim.,implausible,0,"{'sen_id': 2122, 'sentence': 'Substance attains rim.', 'predicted_mentions': []}"
Thesis beats hometown.,implausible,0,"{'sen_id': 2123, 'sentence': 'Thesis beats hometown.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'beats', 'trigger_confidence': 0.8410546183586121, 'event_type': {'xpo_node': 'DWD_Q81242', 'name': 'sea_breeze', 'description': 'wind blowing from sea to land'}, 'event_confidence': 0.7324552536010742}]}"
Sperm admires development.,implausible,0,"{'sen_id': 2124, 'sentence': 'Sperm admires development.', 'predicted_mentions': []}"
Pelican forges band.,implausible,0,"{'sen_id': 2125, 'sentence': 'Pelican forges band.', 'predicted_mentions': []}"
Duck rotates horse.,implausible,0,"{'sen_id': 2126, 'sentence': 'Duck rotates horse.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'rotates', 'trigger_confidence': 0.9621939659118652, 'event_type': {'xpo_node': 'DWD_Q65920874', 'name': 'configuring', 'description': 'activity of changing a system to suit a particular function'}, 'event_confidence': 0.880731463432312}]}"
Variant pinpoints wall.,implausible,0,"{'sen_id': 2127, 'sentence': 'Variant pinpoints wall.', 'predicted_mentions': []}"
Replica stiffens house.,implausible,0,"{'sen_id': 2128, 'sentence': 'Replica stiffens house.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'stiffens', 'trigger_confidence': 0.6823719143867493, 'event_type': {'xpo_node': 'DWD_Q3716064', 'name': 'stiffening', 'description': 'method of increasing rigidity and structural integrity of materials or objects'}, 'event_confidence': 0.8669418096542358}]}"
War secretes parliament.,implausible,0,"{'sen_id': 2129, 'sentence': 'War secretes parliament.', 'predicted_mentions': []}"
Airport skips role.,implausible,0,"{'sen_id': 2130, 'sentence': 'Airport skips role.', 'predicted_mentions': []}"
Report binds establishment.,implausible,0,"{'sen_id': 2131, 'sentence': 'Report binds establishment.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'binds', 'trigger_confidence': 0.9230318069458008, 'event_type': {'xpo_node': 'DWD_Q97499962', 'name': 'breast_binding', 'description': 'process of compressing breasts to flatten the chest through the use of constrictive materials'}, 'event_confidence': 0.8613671064376831}]}"
Pencil hones amnesty.,implausible,0,"{'sen_id': 2132, 'sentence': 'Pencil hones amnesty.', 'predicted_mentions': []}"
Onset extracts incentive.,implausible,0,"{'sen_id': 2133, 'sentence': 'Onset extracts incentive.', 'predicted_mentions': [{'sentence_offset': [6, 14], 'trigger_words': 'extracts', 'trigger_confidence': 0.7590880393981934, 'event_type': {'xpo_node': 'DWD_Q1427096', 'name': 'immunotherapy', 'description': 'therapy to elicit or amplify an immune response'}, 'event_confidence': 0.8250859975814819}]}"
Statistician initiates flag.,implausible,0,"{'sen_id': 2134, 'sentence': 'Statistician initiates flag.', 'predicted_mentions': [{'sentence_offset': [13, 22], 'trigger_words': 'initiates', 'trigger_confidence': 0.9241044521331787, 'event_type': {'xpo_node': 'DWD_Q673511', 'name': 'initiation', 'description': 'chemical reaction that triggers one or more secondary reactions'}, 'event_confidence': 0.9338113069534302}]}"
Constancy leaves duration.,implausible,0,"{'sen_id': 2135, 'sentence': 'Constancy leaves duration.', 'predicted_mentions': []}"
Event diagnoses soccer.,implausible,0,"{'sen_id': 2136, 'sentence': 'Event diagnoses soccer.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'diagnoses', 'trigger_confidence': 0.8977835774421692, 'event_type': {'xpo_node': 'DWD_Q948144', 'name': 'rationalization', 'description': 'a psychological defense mechanism in which controversial behaviors or feelings are justified and explained in a seemingly rational or logical manner to avoid the true explanation'}, 'event_confidence': 0.8358290791511536}]}"
Demise assimilates wall.,implausible,0,"{'sen_id': 2137, 'sentence': 'Demise assimilates wall.', 'predicted_mentions': [{'sentence_offset': [7, 18], 'trigger_words': 'assimilates', 'trigger_confidence': 0.966107189655304, 'event_type': {'xpo_node': 'DWD_Q67566254', 'name': 'alignment', 'description': 'process in bioinformatics that compares two or more entities, typically the sequence or structure (or derivatives) of macromolecules, to identify equivalent subunits'}, 'event_confidence': 0.8937739133834839}]}"
Student observes tier.,implausible,0,"{'sen_id': 2138, 'sentence': 'Student observes tier.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'observes', 'trigger_confidence': 0.9154617190361023, 'event_type': {'xpo_node': 'DWD_Q7091744', 'name': 'onboarding', 'description': 'mechanism through which new employees acquire the knowledge, skills, and behaviors necessary to become effective organizational members'}, 'event_confidence': 0.8997284173965454}]}"
Person mediate mask.,implausible,0,"{'sen_id': 2139, 'sentence': 'Person mediate mask.', 'predicted_mentions': []}"
Water persuades dancer.,implausible,0,"{'sen_id': 2140, 'sentence': 'Water persuades dancer.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'persuades', 'trigger_confidence': 0.9416215419769287, 'event_type': {'xpo_node': 'DWD_Q1231428', 'name': 'persuasion', 'description': 'umbrella term of influence and mode of communication'}, 'event_confidence': 0.9920886754989624}]}"
Attendee uncovers interview.,implausible,0,"{'sen_id': 2141, 'sentence': 'Attendee uncovers interview.', 'predicted_mentions': [{'sentence_offset': [18, 27], 'trigger_words': 'interview', 'trigger_confidence': 0.9019032120704651, 'event_type': {'xpo_node': 'DWD_Q850171', 'name': 'job_interview', 'description': 'interview for a job'}, 'event_confidence': 0.8653623461723328}]}"
Canal exposes noun.,implausible,0,"{'sen_id': 2142, 'sentence': 'Canal exposes noun.', 'predicted_mentions': [{'sentence_offset': [6, 13], 'trigger_words': 'exposes', 'trigger_confidence': 0.9643321633338928, 'event_type': {'xpo_node': 'DWD_Q1384726', 'name': 'exposure', 'description': 'in medical context, environmental influence on an object or living thing'}, 'event_confidence': 0.9797898530960083}]}"
Variable reads area.,implausible,0,"{'sen_id': 2143, 'sentence': 'Variable reads area.', 'predicted_mentions': []}"
Pitch litigates bicycle.,implausible,0,"{'sen_id': 2144, 'sentence': 'Pitch litigates bicycle.', 'predicted_mentions': []}"
Concept certifies figurine.,implausible,0,"{'sen_id': 2145, 'sentence': 'Concept certifies figurine.', 'predicted_mentions': [{'sentence_offset': [8, 17], 'trigger_words': 'certifies', 'trigger_confidence': 0.9287709593772888, 'event_type': {'xpo_node': 'DWD_Q359176', 'name': 'validation', 'description': 'process of establishing documentary evidence demonstrating that a procedure, process, or activity carried out in testing and then production maintains the desired level of compliance at all stages'}, 'event_confidence': 0.9777399897575378}]}"
School certifies union.,implausible,0,"{'sen_id': 2146, 'sentence': 'School certifies union.', 'predicted_mentions': [{'sentence_offset': [7, 16], 'trigger_words': 'certifies', 'trigger_confidence': 0.9832628965377808, 'event_type': {'xpo_node': 'DWD_Q359176', 'name': 'validation', 'description': 'process of establishing documentary evidence demonstrating that a procedure, process, or activity carried out in testing and then production maintains the desired level of compliance at all stages'}, 'event_confidence': 0.9674471020698547}]}"
Version betrays den.,implausible,0,"{'sen_id': 2147, 'sentence': 'Version betrays den.', 'predicted_mentions': [{'sentence_offset': [8, 15], 'trigger_words': 'betrays', 'trigger_confidence': 0.9825652837753296, 'event_type': {'xpo_node': 'DWD_Q2166722', 'name': 'betrayal', 'description': 'breaking or violation of a presumptive contract, trust, or confidence'}, 'event_confidence': 0.9768773317337036}]}"
Critique obeys skeleton.,implausible,0,"{'sen_id': 2148, 'sentence': 'Critique obeys skeleton.', 'predicted_mentions': [{'sentence_offset': [9, 14], 'trigger_words': 'obeys', 'trigger_confidence': 0.9609825611114502, 'event_type': {'xpo_node': 'DWD_Q1456974', 'name': 'obedience', 'description': 'yielding to instructions from an authority figure'}, 'event_confidence': 0.9598129987716675}]}"
Ring bequeaths initiative.,implausible,0,"{'sen_id': 2149, 'sentence': 'Ring bequeaths initiative.', 'predicted_mentions': []}"
Shrub identifies advantage.,implausible,0,"{'sen_id': 2150, 'sentence': 'Shrub identifies advantage.', 'predicted_mentions': [{'sentence_offset': [6, 16], 'trigger_words': 'identifies', 'trigger_confidence': 0.9053991436958313, 'event_type': {'xpo_node': 'DWD_Q3265221', 'name': 'identification', 'description': 'mapping of a known quantity to an unknown entity so as to make it known'}, 'event_confidence': 0.9333954453468323}]}"
Dismissal advises film.,implausible,0,"{'sen_id': 2151, 'sentence': 'Dismissal advises film.', 'predicted_mentions': [{'sentence_offset': [10, 17], 'trigger_words': 'advises', 'trigger_confidence': 0.9781736731529236, 'event_type': {'xpo_node': 'DWD_Q2132873', 'name': 'advice', 'description': 'form of relating personal or institutional opinions, belief systems, values, recommendations or guidance about certain situations relayed in some context to another person, group or party often offered as a guide to action and/or conduct'}, 'event_confidence': 0.9866412281990051}]}"
Machination sweeps allegation.,implausible,0,"{'sen_id': 2152, 'sentence': 'Machination sweeps allegation.', 'predicted_mentions': []}"
Stagecoach improves bulk.,implausible,0,"{'sen_id': 2153, 'sentence': 'Stagecoach improves bulk.', 'predicted_mentions': [{'sentence_offset': [11, 19], 'trigger_words': 'improves', 'trigger_confidence': 0.9381626844406128, 'event_type': {'xpo_node': 'DWD_Q21255975', 'name': 'improvement', 'description': 'process of a thing moving from one state to another that is considered to be better, usually through some action intended to bring about that better state'}, 'event_confidence': 0.9893028140068054}]}"
Computer hurls opposition.,implausible,0,"{'sen_id': 2154, 'sentence': 'Computer hurls opposition.', 'predicted_mentions': [{'sentence_offset': [15, 25], 'trigger_words': 'opposition', 'trigger_confidence': 0.8198390603065491, 'event_type': {'xpo_node': 'DWD_Q2090618', 'name': 'objection', 'description': 'reason arguing against a premise, argument, or conclusion'}, 'event_confidence': 0.9492260813713074}]}"
Hen emphasizes deficit.,implausible,0,"{'sen_id': 2155, 'sentence': 'Hen emphasizes deficit.', 'predicted_mentions': [{'sentence_offset': [4, 14], 'trigger_words': 'emphasizes', 'trigger_confidence': 0.9600334167480469, 'event_type': {'xpo_node': 'DWD_Q920915', 'name': 'emphasis', 'description': 'strengthening of words in a text with a font in a different style from the rest of the text'}, 'event_confidence': 0.9944591522216797}]}"
Hare seizes nationalism.,implausible,0,"{'sen_id': 2156, 'sentence': 'Hare seizes nationalism.', 'predicted_mentions': []}"
