text,original_label,label,event_type,subject_types,object_types
Son expands enterprise.,plausible,1,"{'sen_id': 1657, 'sentence': 'Son expands enterprise.', 'predicted_mentions': [{'sentence_offset': [4, 11], 'trigger_words': 'expands', 'trigger_confidence': 0.984140157699585, 'event_type': {'xpo_node': 'DWD_Q19841649', 'name': 'building_expansion', 'description': 'expansion of a structure'}, 'event_confidence': 0.9886950850486755}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q43845', 'wd_label': 'businessperson', 'description': 'person involved in activities for the purpose of generating revenue'}, {'wd_qid': 'Q327055', 'wd_label': 'worker', 'description': 'person who works'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]","[{'wd_qid': 'Q6881511', 'wd_label': 'enterprise', 'description': 'organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources'}, {'wd_qid': 'Q4830453', 'wd_label': 'business', 'description': 'entity involved in commercial, industrial, or professional activities'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}, {'wd_qid': 'Q168678', 'wd_label': 'firm', 'description': 'corporate name'}]"
Rafter accentuates tranquility.,implausible,1,"{'sen_id': 1658, 'sentence': 'Rafter accentuates tranquility.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q483501', 'wd_label': 'artist', 'description': 'person who engages in any form of artistic creation or practice'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}, {'wd_qid': 'Q7275', 'wd_label': 'state', 'description': 'organised community living under a system of government; either a sovereign state, constituent state, or federated state'}, {'wd_qid': 'Q205555', 'wd_label': 'feeling', 'description': 'conscious subjective experience of emotion'}]"
Engine harasses oil.,implausible,0,"{'sen_id': 1659, 'sentence': 'Engine harasses oil.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'harasses', 'trigger_confidence': 0.9682319760322571, 'event_type': {'xpo_node': 'DWD_Q3240539', 'name': 'harassment', 'description': 'wide range of behaviours of an offensive nature, commonly understood as behavior that demeans, humiliates or embarrasses a person, and it is characteristically identified by its unlikelihood in terms of social and moral reasonableness'}, 'event_confidence': 0.9663024544715881}]}","[{'wd_qid': 'Q11019', 'wd_label': 'machine', 'description': 'tool containing one or more parts that uses energy to perform an intended action'}, {'wd_qid': 'Q44167', 'wd_label': 'engine', 'description': 'machine designed to produce mechanical energy from another form of energy'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q42889', 'wd_label': 'vehicle', 'description': 'mobile machine that transports people, animals or cargo'}, {'wd_qid': 'Q752870', 'wd_label': 'motor vehicle', 'description': 'self-propelled wheeled vehicle'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q378078', 'wd_label': 'substance', 'description': 'basic ontological concept'}, {'wd_qid': 'Q42962', 'wd_label': 'oil', 'description': 'viscous water-insoluble liquid'}, {'wd_qid': 'Q11435', 'wd_label': 'liquid', 'description': 'nearly incompressible fluid that conforms to the shape of its container but retains a nearly constant volume independent of pressure'}, {'wd_qid': 'Q102205', 'wd_label': 'fluid', 'description': 'substance which continuously deforms under an applied shear stress, including liquids and gases'}]"
Privateer forbids variety.,implausible,1,"{'sen_id': 1660, 'sentence': 'Privateer forbids variety.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q174834', 'wd_label': 'authority', 'description': 'power to command'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
Pelican recalls hill.,implausible,0,"{'sen_id': 1661, 'sentence': 'Pelican recalls hill.', 'predicted_mentions': [{'sentence_offset': [8, 15], 'trigger_words': 'recalls', 'trigger_confidence': 0.8532148599624634, 'event_type': {'xpo_node': 'DWD_Q2143005', 'name': 'reminiscence', 'description': 'act of recollecting past experiences or events, e.g. by sharing stories with others'}, 'event_confidence': 0.9446912407875061}]}","[{'wd_qid': 'Q5113', 'wd_label': 'bird', 'description': 'class of tetrapods'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q729', 'wd_label': 'animal', 'description': 'kingdom of multicellular eukaryotic organisms'}]","[{'wd_qid': 'Q54050', 'wd_label': 'hill', 'description': 'landform that extends above the surrounding terrain in lower mountain ranges, smaller than a mountain'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q8502', 'wd_label': 'mountain', 'description': 'large landform that stretches above the surrounding land'}, {'wd_qid': 'Q17334923', 'wd_label': 'location', 'description': 'position of something in space'}, {'wd_qid': 'Q11081619', 'wd_label': 'land', 'description': 'solid surface of Earth that is not permanently covered by water'}]"
Sea capsizes boat.,plausible,1,"{'sen_id': 1662, 'sentence': 'Sea capsizes boat.', 'predicted_mentions': [{'sentence_offset': [4, 12], 'trigger_words': 'capsizes', 'trigger_confidence': 0.9842830300331116, 'event_type': {'xpo_node': 'DWD_Q2141830', 'name': 'boating', 'description': 'leisure activity involving boats'}, 'event_confidence': 0.8941918015480042}]}","[{'wd_qid': 'Q165', 'wd_label': 'sea', 'description': 'large body of saline water'}, {'wd_qid': 'Q9430', 'wd_label': 'ocean', 'description': 'very large body of saline water'}, {'wd_qid': 'Q4022', 'wd_label': 'river', 'description': 'larger natural watercourse'}, {'wd_qid': 'Q35872', 'wd_label': 'boat', 'description': 'smaller watercraft'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q37172', 'wd_label': 'wave', 'description': 'repeated oscillation about a stable equilibrium'}, {'wd_qid': 'Q283', 'wd_label': 'water', 'description': 'chemical compound; main constituent of the fluids of most living organisms'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q96952903', 'wd_label': 'vessel', 'description': 'container, especially for domestic preparation or serving of food and drink'}, {'wd_qid': 'Q35872', 'wd_label': 'boat', 'description': 'smaller watercraft'}, {'wd_qid': 'Q11446', 'wd_label': 'ship', 'description': 'large buoyant watercraft'}]"
Dressmaker saturates interpolation.,implausible,1,"{'sen_id': 1663, 'sentence': 'Dressmaker saturates interpolation.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q81096', 'wd_label': 'engineer', 'description': 'professional practitioner of engineering and its subclasses'}, {'wd_qid': 'Q5482740', 'wd_label': 'programmer', 'description': 'person who writes computer software'}]","[{'wd_qid': 'Q10843872', 'wd_label': 'process', 'description': 'set of interrelated tasks that transform inputs into outputs, where the tasks may be carried out by people, nature or machines using various resources'}, {'wd_qid': 'Q3884033', 'wd_label': 'operation', 'description': 'mathematical procedure which produces a result from zero or more input values'}]"
Consulate lure job.,implausible,1,"{'sen_id': 1664, 'sentence': 'Consulate lure job.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q352450', 'wd_label': 'agency', 'description': 'professional service provider'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}]","[{'wd_qid': 'Q192581', 'wd_label': 'job', 'description': 'activity done by a person to earn money'}, {'wd_qid': 'Q12737077', 'wd_label': 'occupation', 'description': 'label applied to a person based on an activity they participate in'}, {'wd_qid': 'Q42213', 'wd_label': 'work', 'description': 'energy transferred to an object via the application of force on it through a displacement'}, {'wd_qid': 'Q4164871', 'wd_label': 'position', 'description': 'social role with a set of powers and responsibilities within a private or public organization or the state'}]"
Behavior elicits suspicion.,plausible,1,"{'sen_id': 1665, 'sentence': 'Behavior elicits suspicion.', 'predicted_mentions': [{'sentence_offset': [9, 16], 'trigger_words': 'elicits', 'trigger_confidence': 0.9771211743354797, 'event_type': {'xpo_node': 'DWD_Q1427096', 'name': 'immunotherapy', 'description': 'therapy to elicit or amplify an immune response'}, 'event_confidence': 0.969372034072876}]}","[{'wd_qid': 'Q421744', 'wd_label': 'act', 'description': 'division or unit of a drama'}, {'wd_qid': 'Q4026292', 'wd_label': 'action', 'description': 'something an agent can do or perform'}]","[{'wd_qid': 'Q516519', 'wd_label': 'suspicion', 'description': 'emotion'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Student demonstrates disapproval.,plausible,1,"{'sen_id': 1666, 'sentence': 'Student demonstrates disapproval.', 'predicted_mentions': [{'sentence_offset': [8, 20], 'trigger_words': 'demonstrates', 'trigger_confidence': 0.970831573009491, 'event_type': {'xpo_node': 'DWD_Q4157632', 'name': 'product_demonstration', 'description': 'demonstration of a product to potential customers or others'}, 'event_confidence': 0.9234718680381775}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q48282', 'wd_label': 'student', 'description': 'learner, or someone who attends an educational institution'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]","[{'wd_qid': 'Q3962655', 'wd_label': 'opinion', 'description': 'judgment, viewpoint, or statement that is not conclusive; may deal with subjective matters in which there is no conclusive finding'}]"
Attacker launches grenade.,plausible,1,"{'sen_id': 1667, 'sentence': 'Attacker launches grenade.', 'predicted_mentions': [{'sentence_offset': [0, 8], 'trigger_words': 'Attacker', 'trigger_confidence': 0.9116082191467285, 'event_type': {'xpo_node': 'DWD_Q3858303', 'name': 'intimidation', 'description': 'intentional behavior that ""would cause a person of ordinary sensibilities"" to fear'}, 'event_confidence': 0.9182748794555664}, {'sentence_offset': [9, 17], 'trigger_words': 'launches', 'trigger_confidence': 0.8293323516845703, 'event_type': {'xpo_node': 'DWD_Q596643', 'name': 'ceremonial_ship_launching', 'description': 'process of transferring a vessel to the water; naval tradition in many cultures, dating back thousands of years, observed as a public celebration and a solemn blessing'}, 'event_confidence': 0.9865238666534424}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q3446915', 'wd_label': 'attacker', 'description': 'type of sports player usually involved in aggressive play'}, {'wd_qid': 'Q4991371', 'wd_label': 'soldier', 'description': 'member of the armed forces'}, {'wd_qid': 'Q2159907', 'wd_label': 'criminal', 'description': 'person who has committed a crime'}, {'wd_qid': 'Q8441', 'wd_label': 'man', 'description': 'male adult human'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q728', 'wd_label': 'weapon', 'description': 'tool intended or likely to inflict damage or harm'}, {'wd_qid': 'Q127197', 'wd_label': 'bomb', 'description': 'explosive weapon'}]"
Race reclaims poncho.,implausible,0,"{'sen_id': 1668, 'sentence': 'Race reclaims poncho.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'reclaims', 'trigger_confidence': 0.8868813514709473, 'event_type': {'xpo_node': 'DWD_Q1200733', 'name': 'divestment', 'description': 'reduction of some kind of asset for financial, ethical, or political objectives or sale of an existing business by a firm'}, 'event_confidence': 0.9458616971969604}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q2066131', 'wd_label': 'athlete', 'description': 'person who participates regularly in a sport'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}, {'wd_qid': 'Q5165152', 'wd_label': 'contestant', 'description': 'object that takes part in a competition or a contest'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Neighbor rebuilds scheme.,implausible,1,"{'sen_id': 1669, 'sentence': 'Neighbor rebuilds scheme.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1986893', 'wd_label': 'neighbor', 'description': 'geographically-nearby person or other occupant'}]","[{'wd_qid': 'Q1371819', 'wd_label': 'plan', 'description': 'outline of a strategy for achievement of an objective'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q1155772', 'wd_label': 'scheme', 'description': 'object of algebraic geometry, commutative algebra and number theory; a ringed space locally isomorphic to the spectrum of a commutative ring'}, {'wd_qid': 'Q6671777', 'wd_label': 'structure', 'description': 'arrangement and organization of interrelated elements in an object or system, or the object or system so organized'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}]"
Element seizes bridge.,plausible,0,"{'sen_id': 1670, 'sentence': 'Element seizes bridge.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Suitor requires annoyance.,implausible,0,"{'sen_id': 1671, 'sentence': 'Suitor requires annoyance.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]",[]
Assailant outlives death.,implausible,1,"{'sen_id': 1672, 'sentence': 'Assailant outlives death.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Assailant', 'trigger_confidence': 0.7967355847358704, 'event_type': {'xpo_node': 'DWD_Q1456832', 'name': 'offense', 'description': 'action against the law, subject to punishment'}, 'event_confidence': 0.802980899810791}, {'sentence_offset': [19, 24], 'trigger_words': 'death', 'trigger_confidence': 0.9577473998069763, 'event_type': {'xpo_node': 'DWD_Q47092', 'name': 'rape', 'description': 'type of sexual assault usually involving sexual intercourse without consent'}, 'event_confidence': 0.9021269679069519}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q3446915', 'wd_label': 'attacker', 'description': 'type of sports player usually involved in aggressive play'}, {'wd_qid': 'Q2159907', 'wd_label': 'criminal', 'description': 'person who has committed a crime'}, {'wd_qid': 'Q14886050', 'wd_label': 'terrorist', 'description': 'person who practises terrorism'}]","[{'wd_qid': 'Q4', 'wd_label': 'death', 'description': 'permanent cessation of vital functions'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q20888800', 'wd_label': 'loss', 'description': 'hurtful condition of having lost something or someone'}]"
Fin ruins bay.,implausible,0,"{'sen_id': 1673, 'sentence': 'Fin ruins bay.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q45199', 'wd_label': 'sailor', 'description': 'person who navigates water-borne vessels or assists in doing so'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]","[{'wd_qid': 'Q17334923', 'wd_label': 'location', 'description': 'position of something in space'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q11500', 'wd_label': 'area', 'description': 'quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane'}, {'wd_qid': 'Q19610511', 'wd_label': 'township', 'description': 'designation for an administrative territorial entity'}]"
Fleet wishes vulnerability.,implausible,1,"{'sen_id': 1674, 'sentence': 'Fleet wishes vulnerability.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}, {'wd_qid': 'Q43845', 'wd_label': 'businessperson', 'description': 'person involved in activities for the purpose of generating revenue'}, {'wd_qid': 'Q167037', 'wd_label': 'corporation', 'description': 'legal entity incorporated through a legislative or registration process'}]","[{'wd_qid': 'Q621184', 'wd_label': 'problem', 'description': 'situation that invites resolution'}]"
Fury creates maelstrom.,plausible,1,"{'sen_id': 1675, 'sentence': 'Fury creates maelstrom.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'creates', 'trigger_confidence': 0.9692752361297607, 'event_type': {'xpo_node': 'DWD_Q47407603', 'name': 'artistic_creation', 'description': 'process during which a work of art comes into being'}, 'event_confidence': 0.9756733179092407}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q81054', 'wd_label': 'storm', 'description': ""any disturbed state of an astronomical body's atmosphere""}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q179057', 'wd_label': 'explosion', 'description': 'sudden release of energy through high temperatures and gas expansion'}, {'wd_qid': 'Q9674133', 'wd_label': 'calamity', 'description': ''}, {'wd_qid': 'Q3839081', 'wd_label': 'disaster', 'description': 'hazard resulting in an event causing significant physical damage, destruction or death'}, {'wd_qid': 'Q966490', 'wd_label': 'disturbance', 'description': 'temporary change in environmental conditions that causes a pronounced change in an ecosystem'}, {'wd_qid': 'Q5051566', 'wd_label': 'catastrophe', 'description': 'final resolution in a poem or narrative plot, which unravels the intrigue and brings the piece to a close'}]"
Enchanter laments mobility.,implausible,1,"{'sen_id': 1676, 'sentence': 'Enchanter laments mobility.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q138858', 'wd_label': 'entertainer', 'description': 'person using acting, singing, etc. to entertain an audience'}, {'wd_qid': 'Q483501', 'wd_label': 'artist', 'description': 'person who engages in any form of artistic creation or practice'}, {'wd_qid': 'Q6581072', 'wd_label': 'female', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a female'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q929848', 'wd_label': 'movement', 'description': 'self-contained part of a musical composition or musical form'}]"
Provision categorizes toilet.,implausible,0,"{'sen_id': 1677, 'sentence': 'Provision categorizes toilet.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Provision', 'trigger_confidence': 0.7543811798095703, 'event_type': {'xpo_node': 'DWD_Q867393', 'name': 'amenity', 'description': 'infrastructure available for use and improving quality of life'}, 'event_confidence': 0.9909785985946655}, {'sentence_offset': [10, 21], 'trigger_words': 'categorizes', 'trigger_confidence': 0.8399117588996887, 'event_type': {'xpo_node': 'DWD_Q5140297', 'name': 'coding', 'description': 'analytical process in social sciences in which data is categorized to facilitate analysis'}, 'event_confidence': 0.8336578011512756}]}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}]","[{'wd_qid': 'Q190771', 'wd_label': 'bathroom', 'description': 'room for personal hygiene'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q7857', 'wd_label': 'toilet', 'description': 'sanitation fixture'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}]"
Deck inserts restaurant.,implausible,0,"{'sen_id': 1678, 'sentence': 'Deck inserts restaurant.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}]","[{'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q11707', 'wd_label': 'restaurant', 'description': 'single establishment which prepares and serves food, located in building'}]"
Ship works way.,plausible,1,"{'sen_id': 1679, 'sentence': 'Ship works way.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'works', 'trigger_confidence': 0.6701889038085938, 'event_type': {'xpo_node': 'DWD_Q3485549', 'name': 'manual_work', 'description': 'physical work done by people'}, 'event_confidence': 0.9832876920700073}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q11446', 'wd_label': 'ship', 'description': 'large buoyant watercraft'}, {'wd_qid': 'Q327055', 'wd_label': 'worker', 'description': 'person who works'}, {'wd_qid': 'Q96952903', 'wd_label': 'vessel', 'description': 'container, especially for domestic preparation or serving of food and drink'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]","[{'wd_qid': 'Q10843872', 'wd_label': 'process', 'description': 'set of interrelated tasks that transform inputs into outputs, where the tasks may be carried out by people, nature or machines using various resources'}]"
Indication pronounces consonant.,plausible,0,"{'sen_id': 1680, 'sentence': 'Indication pronounces consonant.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1758037', 'wd_label': 'speaker', 'description': 'presiding officer of a national assembly, legislative body'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Company establishes hundred.,plausible,1,"{'sen_id': 1681, 'sentence': 'Company establishes hundred.', 'predicted_mentions': [{'sentence_offset': [8, 19], 'trigger_words': 'establishes', 'trigger_confidence': 0.9739100933074951, 'event_type': {'xpo_node': 'DWD_Q11398090', 'name': 'creation', 'description': 'process during which something comes into being and gains its characteristics'}, 'event_confidence': 0.9576679468154907}]}","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q168678', 'wd_label': 'firm', 'description': 'corporate name'}, {'wd_qid': 'Q178706', 'wd_label': 'institution', 'description': 'structure or mechanism of social order and cooperation governing the behaviour of a set of individuals within a given community'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}, {'wd_qid': 'Q167037', 'wd_label': 'corporation', 'description': 'legal entity incorporated through a legislative or registration process'}, {'wd_qid': 'Q6881511', 'wd_label': 'enterprise', 'description': 'organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources'}, {'wd_qid': 'Q4830453', 'wd_label': 'business', 'description': 'entity involved in commercial, industrial, or professional activities'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q5283295', 'wd_label': 'administration', 'description': 'management of organization'}]","[{'wd_qid': 'Q1368', 'wd_label': 'money', 'description': 'physical or virtual object or record accepted as payment'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q11563', 'wd_label': 'number', 'description': 'mathematical object used to count, label, and measure'}, {'wd_qid': 'Q218005', 'wd_label': 'sum', 'description': 'addition of a sequence of numbers'}]"
Event starts era.,plausible,1,"{'sen_id': 1682, 'sentence': 'Event starts era.', 'predicted_mentions': [{'sentence_offset': [6, 12], 'trigger_words': 'starts', 'trigger_confidence': 0.9021409153938293, 'event_type': {'xpo_node': 'DWD_Q28530236', 'name': 'taking_office', 'description': 'procedure, event start work in the post'}, 'event_confidence': 0.9769240021705627}]}","[{'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}]","[{'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q11471', 'wd_label': 'time', 'description': 'dimension in which events can be ordered from the past through the present into the future'}, {'wd_qid': 'Q101843', 'wd_label': 'period', 'description': 'method of visualizing the relationship between elements'}]"
